obj_name,nb_kp,descriptors
garfield,144,"[[ 1. 25. 18. ...  1.  1.  6.]
 [ 0.  2. 22. ...  1.  0.  0.]
 [ 0.  0.  2. ...  0.  0.  0.]
 ...
 [12.  9.  0. ...  0.  4. 47.]
 [ 1. 58. 35. ...  0.  0.  9.]
 [ 1. 10. 21. ...  0.  0. 20.]]"
electric_guitar,69,"[[ 8.  4.  7. ...  0.  0.  0.]
 [ 5.  1.  0. ...  0. 30. 95.]
 [ 8.  7.  1. ...  0.  0.  1.]
 ...
 [25.  6. 11. ...  2.  0.  0.]
 [ 0.  0.  0. ...  1.  0.  0.]
 [12. 10. 11. ...  0.  0.  0.]]"
Leopards,146,"[[94.  0.  0. ...  1.  0.  1.]
 [62.  1.  0. ...  8. 15.  9.]
 [90.  2.  0. ... 26.  9.  1.]
 ...
 [ 0.  0.  0. ... 37. 22.  5.]
 [18.  0.  0. ... 31. 18.  4.]
 [32.  1.  0. ...  5.  1.  3.]]"
flamingo,210,"[[  1.   0.   0. ...   0.   1.  55.]
 [  4.   6.   3. ...   3.   2.   3.]
 [  5. 137.  34. ...   1.   0.   0.]
 ...
 [  0.  64.  43. ...   0.   0.   0.]
 [  1.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...  37.  72.  18.]]"
revolver,130,"[[ 0.  6. 59. ...  0.  0.  4.]
 [57. 19.  1. ...  0.  0.  3.]
 [57. 35.  1. ...  0.  0.  0.]
 ...
 [ 4.  0.  0. ...  0.  4.  3.]
 [38.  4.  0. ...  0.  7. 13.]
 [ 1.  1.  4. ...  0.  0.  2.]]"
airplanes,106,"[[ 10.   7.  18. ...   0.   0.   1.]
 [ 21.   1.   0. ...   0.   0.   2.]
 [ 24.   2.   0. ...   0.   0.  26.]
 ...
 [  3.  21.   7. ...   0.   0.   1.]
 [151.  22.  10. ...   0.   0.   0.]
 [ 47.  16.  43. ...   0.   0.   0.]]"
airplanes,162,"[[121.  73.   1. ...   0.   0.   1.]
 [  4.   7.  14. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [ 31.   8.  69. ...   0.   0.   0.]
 [  2.  86.  43. ...   0.   0.   2.]
 [  1.  15.  11. ...   0.   0.   0.]]"
Motorbikes,106,"[[ 48.  12.  99. ...   0.   0.   0.]
 [ 61.   0.   0. ...   0.   0.   0.]
 [ 72.   7.   0. ...   0.   0.   0.]
 ...
 [  1.  30.  12. ...   0.   0.   2.]
 [  4.   0.   0. ...  24.  22.   5.]
 [ 14. 144. 131. ...   0.   0.   6.]]"
kangaroo,47,"[[ 0. 16. 98. ...  0.  0.  1.]
 [ 0.  0.  0. ...  1.  0.  0.]
 [ 0.  0.  0. ...  1.  1.  0.]
 ...
 [ 6.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0. 14.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
airplanes,95,"[[  0.   1.  11. ...   0.   0.   0.]
 [  0.   4.  27. ...   0.   0.   0.]
 [  3. 131. 157. ...   0.   0.  13.]
 ...
 [ 74.   4.   0. ...   5.   0.   0.]
 [  0.  35.  16. ...  13.   8.  21.]
 [  1.   0.   3. ...   1.   1.   1.]]"
crayfish,111,"[[ 1.  0.  0. ...  9.  0. 17.]
 [30.  3.  1. ...  2.  2. 51.]
 [45. 43.  0. ... 12.  9.  1.]
 ...
 [ 4.  0.  0. ...  0.  0.  0.]
 [ 2.  1.  1. ...  0.  0.  0.]
 [ 3.  1.  0. ...  0.  0.  0.]]"
Leopards,121,"[[ 0.  0.  0. ...  0.  5. 10.]
 [ 2.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  7.]
 ...
 [ 0.  0.  2. ... 14.  1.  1.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [43. 15.  0. ...  0.  0.  0.]]"
flamingo_head,39,"[[13.  3.  1. ...  2.  1.  0.]
 [ 0.  1.  0. ...  0.  0.  0.]
 [29.  6.  0. ...  3.  0.  0.]
 ...
 [ 4. 10.  3. ...  3.  0.  0.]
 [10.  0.  0. ...  0.  0.  0.]
 [14. 14.  0. ...  0.  0.  1.]]"
beaver,66,"[[  0.  29. 105. ...  15.   5.   0.]
 [ 94. 145.  17. ...   0.   0.   1.]
 [104.  23.  26. ...   3.  10.   2.]
 ...
 [ 44.  68.   4. ...  10.  26.   1.]
 [  1.  10.  49. ...   6.   3.   8.]
 [  0.   0.   0. ...  15.  41.  45.]]"
yin_yang,86,"[[109.  36.   0. ...   0.   0.   1.]
 [ 49. 155.  25. ...   0.   0.   0.]
 [ 54.   2.   0. ...   0.   0.   2.]
 ...
 [ 18.   5.   1. ...   2.   0.   0.]
 [ 11.   8.   1. ...   0.   0.   6.]
 [  0.   0.   0. ...   0.   0.   3.]]"
cup,78,"[[ 0.  0.  0. ...  1.  0.  0.]
 [ 0.  0.  0. ... 29.  4.  6.]
 [ 0.  0.  0. ... 41. 32.  7.]
 ...
 [ 0.  0.  0. ... 10.  0.  1.]
 [31.  3.  0. ...  0.  0.  6.]
 [ 0.  0. 11. ...  2. 32. 40.]]"
airplanes,154,"[[ 22.  13.   3. ...   0.   0.   1.]
 [  0.   3.  15. ...   0.   0.   2.]
 [  7.  17.  29. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...  21.  18.   4.]
 [121.  27.  19. ...   0.   0.   0.]
 [  3. 111.  19. ...   0.   0.   0.]]"
BACKGROUND_Google,97,"[[ 24. 126.  48. ...   0.   0.   0.]
 [  0.   0.   0. ... 137. 134.   8.]
 [ 28.   9.   5. ...   0.   0.   0.]
 ...
 [ 10.  45. 138. ...   1.  14.   2.]
 [ 29.  24.  95. ...   1.   0.   0.]
 [  3.  40.  63. ...  12.   0.   2.]]"
BACKGROUND_Google,127,"[[  2.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   1.]
 [ 78.  28.   2. ...   0.   0.   1.]
 ...
 [  0.   0.   2. ...   0.   0.   1.]
 [137.  22.   0. ...  17.  34.  13.]
 [  1.  62.  18. ...   0.   0.   0.]]"
brontosaurus,79,"[[ 5.  0.  0. ...  0.  1. 13.]
 [ 0.  0.  1. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0. 22.]
 ...
 [ 0.  0.  0. ...  0.  0.  0.]
 [59. 20.  1. ...  0.  0.  0.]
 [ 1.  1.  0. ...  0.  0.  0.]]"
yin_yang,23,"[[62. 14.  0. ...  0.  0.  0.]
 [ 3.  1.  0. ...  0.  0.  2.]
 [ 2.  0.  0. ...  0.  0.  6.]
 ...
 [ 2.  0.  0. ...  0.  0.  0.]
 [62. 21.  0. ...  0.  0.  3.]
 [67. 26.  0. ...  0.  0.  0.]]"
chair,78,"[[  0.   0.   0. ...   1.   1.   6.]
 [ 16.   3.   1. ...   0.   0.   0.]
 [  1.   1.   3. ...   0.   0.   0.]
 ...
 [ 64.  28.  15. ...   0.   0.   0.]
 [121. 121.  26. ...  28.  23.  32.]
 [  1.   1.   0. ...  13.   0.   0.]]"
emu,168,"[[139. 159.   1. ...  10.   1.   0.]
 [  6.  63.  47. ...   1.   0.   0.]
 [  3.   5.   3. ...   2.   0.   4.]
 ...
 [ 15.  36.  14. ...   0.   0.   8.]
 [  3.  41.  16. ...   0.   0.  13.]
 [  0.   0.   0. ...  10.  22.   9.]]"
crayfish,71,"[[  0.   1.   2. ...   0.   0.   0.]
 [ 69.   2.   0. ...   0.   0.   0.]
 [  0.   0.   2. ...   0.   0.   0.]
 ...
 [  9. 129.   2. ...   0.   0.   7.]
 [ 14.   0.   0. ...   0.   2.  59.]
 [  1.  51.  82. ...   1.   1.  29.]]"
chandelier,118,"[[  7.   7.   4. ...   0.   0.   1.]
 [  0.  21. 149. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   1.]
 ...
 [ 35.  23.   5. ...   0.   0.   0.]
 [ 10.  85.  34. ...   4.   1.   9.]
 [126.   1.   1. ...   0.   0.   4.]]"
rooster,158,"[[ 48.   8.   0. ...  12.   1.   7.]
 [  8.  40. 101. ...   0.   0.   2.]
 [  2.   0.   0. ...   1.   0.   1.]
 ...
 [  0.   0.   0. ... 102.  27.   1.]
 [  0.   0.   0. ...   0.   0.   4.]
 [  0.   0.   0. ...   1.   1.   3.]]"
dollar_bill,251,"[[30. 30. 13. ...  0.  0.  2.]
 [ 0.  0.  0. ...  0.  0.  1.]
 [20. 16. 50. ...  0.  0.  1.]
 ...
 [ 0.  2. 28. ...  1.  0.  3.]
 [ 4. 17. 90. ...  0.  0.  1.]
 [ 3.  0.  2. ...  0.  0.  0.]]"
Motorbikes,98,"[[135.   3.   0. ...   0.   0.   7.]
 [ 11.  25.  67. ...   0.   0.   5.]
 [  7.  70.  28. ...   1.   0.   1.]
 ...
 [  0.   0.   0. ...  18.  10.   1.]
 [ 39.  25.   0. ...   0.   0.   1.]
 [ 18. 125.  19. ...   0.   0.   1.]]"
garfield,97,"[[ 60. 120.   1. ...   0.   0.   0.]
 [  1.  28.  20. ...   0.   0.   4.]
 [ 18.  39.  68. ...   0.   0.   3.]
 ...
 [  0.   0.   5. ...  10.   4.   1.]
 [  0.   0.   0. ...   0.   0.   6.]
 [  0.   0.   0. ...   0.   0.   3.]]"
ketch,170,"[[45.  2.  1. ...  0.  0.  0.]
 [90.  4.  0. ...  0.  0.  0.]
 [ 6.  3.  2. ...  0.  0.  0.]
 ...
 [31.  1.  1. ... 30.  6.  2.]
 [41. 21.  0. ...  0.  0.  0.]
 [55. 73.  4. ...  0.  0.  0.]]"
yin_yang,62,"[[ 19.  12.   3. ...   0.   0.   0.]
 [  1.   1. 126. ...   0.   0.  15.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   0.   0.   4.]
 [  0.   0.   0. ...   0.   0.   1.]
 [  0.   0.   0. ...   0.   0.   1.]]"
grand_piano,108,"[[ 0.  0.  8. ...  0.  0.  2.]
 [ 0. 10. 97. ...  0.  0. 19.]
 [ 0.  7. 21. ...  0.  4. 29.]
 ...
 [ 4.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  0.]
 [11. 57. 26. ... 19. 10.  1.]]"
yin_yang,39,"[[122.  11.   0. ...   0.   0.  12.]
 [ 57.   5.   0. ...   3.   1.   0.]
 [ 56.   9.   0. ...   2.   3.   3.]
 ...
 [  4.   0.   0. ...   2.   1.   6.]
 [  7.   0.   0. ...   2.   6.  16.]
 [  4.   3.   0. ...   0.   1.  11.]]"
BACKGROUND_Google,283,"[[36. 10.  2. ...  0.  0.  0.]
 [34.  2.  0. ...  0.  0.  0.]
 [ 1.  0.  0. ...  1.  0.  2.]
 ...
 [13. 44.  7. ...  0. 12. 15.]
 [38.  1.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  4. 79.]]"
yin_yang,41,"[[  0.   0.   0. ...   0.   0.   0.]
 [  1.   4.  64. ...   0.   0.   0.]
 [122.  49.   0. ...   8.  44.   4.]
 ...
 [ 12.   1.  62. ...   0.   0.   0.]
 [ 35.  18. 147. ...   0.   0.   0.]
 [ 17.   0.   0. ...   0.   3.  74.]]"
Leopards,167,"[[ 0.  0.  0. ...  0.  1. 39.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [51. 85.  8. ...  1.  1.  4.]
 ...
 [ 4.  8.  5. ... 47. 17.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  1.]]"
bonsai,106,"[[  3.  46.  71. ...   3.   0.   3.]
 [  2.  77. 144. ...   1.   0.   0.]
 [ 17. 139.  45. ...   0.   0.   0.]
 ...
 [  0.   0.   8. ...   0.   0.   0.]
 [  0.  83.  97. ...   0.  24.  47.]
 [ 17.   0.   0. ...   0.   1.  19.]]"
Leopards,321,"[[42.  0.  0. ... 22.  0.  0.]
 [27.  1.  0. ...  0.  0.  4.]
 [24.  1.  0. ...  0.  0.  0.]
 ...
 [12.  0.  0. ... 11.  6.  8.]
 [19.  1.  0. ... 12.  1.  2.]
 [ 6.  0.  0. ...  7. 57. 36.]]"
yin_yang,29,"[[50.  3.  0. ...  0.  0.  0.]
 [62. 33.  0. ...  0.  0.  1.]
 [ 3.  0.  0. ...  0.  0.  4.]
 ...
 [47.  9.  0. ...  0.  0.  0.]
 [ 8.  2.  0. ...  0.  0.  9.]
 [70. 24.  0. ...  0.  0.  0.]]"
Motorbikes,134,"[[97. 29.  0. ...  0.  0.  0.]
 [62.  0.  0. ...  0.  0. 11.]
 [ 0.  0.  0. ...  2.  0.  0.]
 ...
 [60. 34. 15. ...  0.  0.  1.]
 [14.  6.  5. ...  0.  0.  3.]
 [80. 59.  2. ...  0.  0.  1.]]"
Faces_easy,112,"[[  7.   1.   1. ...   1.   0.   0.]
 [  8.   0.   0. ...   0.   0.   0.]
 [ 13.  69. 104. ...   0.   0.   0.]
 ...
 [  3.   4.   7. ...   0.   0.  43.]
 [  6.   7.  17. ...   0.   0.   1.]
 [  4.   1.   0. ...   0.   0.   0.]]"
Faces,131,"[[ 0.  3. 29. ...  0.  0.  0.]
 [23.  3.  0. ...  3.  1. 34.]
 [37.  0.  0. ...  0.  0.  0.]
 ...
 [25. 86. 14. ... 12.  0.  0.]
 [29.  2. 25. ...  2.  1.  2.]
 [11.  2.  1. ...  0.  1.  0.]]"
flamingo,174,"[[ 35.  10.   0. ...   1.   0.   0.]
 [ 22.  40.  27. ...  96.   1.   6.]
 [ 57. 145.   9. ...   3.  13.  10.]
 ...
 [ 46. 148.  17. ...   0.   0.   4.]
 [  6.   2.  26. ...   0.   3.   2.]
 [ 40.   3.   1. ...   0.   0.   0.]]"
crayfish,99,"[[  1.   1.   8. ...   0.   0.   3.]
 [ 16.   9.   7. ...   0.   0.   0.]
 [  2.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   1.   3.  12.]
 [101.  43.   8. ...   1.   1.  14.]
 [ 58.   1.   0. ...   0.   0.  15.]]"
dalmatian,213,"[[  7.  11.   4. ...   0.   0.   0.]
 [  8. 101.  96. ...   0.   0.   0.]
 [  9.  65. 134. ...   0.   0.   0.]
 ...
 [  4.  24.  34. ...   1.   0.   3.]
 [  0.   0.   1. ...   0.   1.   6.]
 [  0.   0.   0. ...  25.   1.   3.]]"
hawksbill,164,"[[42. 46. 80. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 3. 26. 18. ...  1.  0.  4.]
 ...
 [ 2.  5. 47. ... 27. 48. 14.]
 [24. 24. 26. ...  7. 81.  6.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
llama,138,"[[  1.   0.   0. ...   0.   0.   2.]
 [  4.  23.  67. ...   1.   0.   1.]
 [  0.   0.   0. ...  16.   0.   0.]
 ...
 [  0.   0.   3. ...   1.  49.  33.]
 [  0.   7.  20. ...   0.   0.   0.]
 [  0.  15. 117. ...   0.   0.   0.]]"
crocodile_head,176,"[[  7.  65. 158. ...   0.   0.   0.]
 [ 34.   6.   0. ...  18.  23.   3.]
 [ 40.  17.  58. ...   6.   0.  31.]
 ...
 [  0.   7. 148. ...   0.   0.  13.]
 [  1.   0.   2. ...   1.   2.   2.]
 [  0.   0.   0. ...   0.   0.   0.]]"
stapler,110,"[[ 14.   3.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   9.  12.   2.]
 [  1.   0.   0. ...   0.   0.   1.]
 ...
 [  0.   0.   0. ...   1.  10. 115.]
 [  0.   2.  15. ...   0.   0.   0.]
 [  1.   9.  74. ...   0.   0.   4.]]"
Faces_easy,99,"[[ 1.  1.  0. ...  8.  1.  4.]
 [ 0. 47. 35. ... 25. 19.  4.]
 [51. 65. 11. ...  5.  0.  0.]
 ...
 [16. 23. 32. ...  3. 79.  3.]
 [ 3.  6. 15. ...  1. 13.  5.]
 [ 0.  0. 15. ...  3. 11. 11.]]"
cup,98,"[[19. 23.  3. ...  0.  0. 22.]
 [ 3.  4. 24. ...  0.  0.  0.]
 [ 7.  0.  0. ...  1.  2. 38.]
 ...
 [ 1.  4.  3. ...  0.  0.  0.]
 [86.  9.  2. ...  0.  0.  0.]
 [ 4.  3.  0. ...  0.  5. 48.]]"
ibis,212,"[[ 19.  10.   3. ...   0.   0.   0.]
 [  0.   0.   0. ...  32.  12.  10.]
 [  1. 126. 126. ...   2.   0.   1.]
 ...
 [ 18.  15.   9. ...   0.   4. 115.]
 [  9.   2.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...  78.   6.   8.]]"
cup,112,"[[13.  0.  0. ... 33.  0.  0.]
 [ 6.  7.  1. ...  0.  0.  4.]
 [ 5.  4.  3. ... 17.  0.  0.]
 ...
 [15.  0.  0. ... 14.  4. 39.]
 [20.  6.  1. ... 27.  0.  0.]
 [28. 14.  7. ...  0.  0.  0.]]"
airplanes,132,"[[ 1.  0.  0. ...  0.  0.  0.]
 [ 3.  5.  2. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  1.]
 ...
 [ 0.  2. 24. ...  0.  0.  1.]
 [ 0.  3. 72. ...  0.  0.  0.]
 [ 9.  3.  3. ...  0.  0.  3.]]"
menorah,189,"[[  0.   0.   0. ...   0.   0.   3.]
 [ 35. 137.   6. ...   0.   0.   0.]
 [ 39.  23.   4. ...   0.   0.   1.]
 ...
 [  0.   0.   1. ...   0.   0.   8.]
 [  3.   6.  20. ...   0.   0.   0.]
 [ 30.  22.   5. ...   0.   0.   0.]]"
minaret,65,"[[ 0.  0.  0. ...  0.  2.  3.]
 [ 0.  0.  0. ...  0.  0.  2.]
 [ 2.  7.  1. ...  0.  0.  0.]
 ...
 [27.  1.  0. ...  0.  0.  0.]
 [ 3.  2.  0. ...  0.  0.  0.]
 [19. 15.  7. ...  0.  0.  2.]]"
crab,262,"[[ 0.  0.  0. ...  0.  0.  0.]
 [16.  0.  0. ...  0.  0.  8.]
 [31. 17.  1. ... 37.  1.  1.]
 ...
 [ 1.  0.  0. ... 17.  1.  8.]
 [15. 23. 15. ... 32.  2.  4.]
 [ 0.  0.  0. ... 68.  5.  7.]]"
accordion,193,"[[ 16.   4.   1. ...  33.   0.   2.]
 [  0.   0.   0. ...  15.   0.   6.]
 [  5.   6.  21. ...   1.   1.  26.]
 ...
 [  6.   1.   0. ...   0.   0. 125.]
 [  1.   0.   1. ...   6.   0.   0.]
 [  0.   0.   0. ...  34.   1.   2.]]"
BACKGROUND_Google,31,"[[  1.   0.   0. ...  46.  10.   5.]
 [  1.   0.  14. ...   4.  18.  60.]
 [  3.  81.  47. ...  39.  10.   2.]
 ...
 [ 36.  26.  26. ...  22.  13.  14.]
 [ 48. 117.  32. ...  22.   4.   9.]
 [ 19.   2.   0. ...   9.   7.   7.]]"
airplanes,306,"[[  9.   0.   0. ...   0.   0.   0.]
 [ 24.  12.   2. ...  17.  31.   0.]
 [ 54.   5.   0. ...  33. 114.  35.]
 ...
 [ 11.   5.   2. ...   0.   1.   0.]
 [  1.   6.  58. ...   7.   0.   0.]
 [  5.   0.   0. ...  20. 102.   4.]]"
Faces,135,"[[ 16.  16.   5. ...   0.   0.   0.]
 [  7.   0.   0. ...  16.  11.   0.]
 [125.  71.  10. ...   0.   0.   0.]
 ...
 [ 25.   3.   0. ...   0.   0.   0.]
 [  4.   0.   0. ...   1.   3.   1.]
 [  8.   0.   0. ...   0.   1.   0.]]"
schooner,57,"[[ 8.  9.  4. ... 12.  8. 16.]
 [49.  1.  0. ...  0.  0.  0.]
 [13.  1.  0. ...  4.  1.  7.]
 ...
 [ 6.  3.  7. ...  0.  0.  3.]
 [ 0.  0.  0. ...  3.  2.  3.]
 [ 0.  0.  0. ...  2.  0.  0.]]"
chair,90,"[[  1.   2.   3. ...   0.   0.   4.]
 [  2.   1.   2. ...   0.   0.   4.]
 [  0.   0.  17. ...   0.   0.   5.]
 ...
 [  8.  10.  48. ...   0.   0.   6.]
 [  1.  38.  96. ...   0.   0.   0.]
 [  0.  51. 149. ...   0.   0.   0.]]"
dalmatian,139,"[[ 31. 105.   4. ...  79.  61.  12.]
 [  0.   0.   3. ...  37.  74.  13.]
 [  0.   2.   1. ...  20.  21.   5.]
 ...
 [ 22.  12.  20. ...   0.   2.  18.]
 [  0.   0.   0. ...   4.   4.  11.]
 [  7.   3.   3. ...   0.   0.   0.]]"
rooster,105,"[[ 85.  23.   0. ...   1.   1.   8.]
 [  1.  43.  41. ...   0.   0.   3.]
 [ 24.  41.  42. ...   0.   0.  23.]
 ...
 [  3. 112. 133. ...   0.   0.   0.]
 [ 90. 103.  30. ...   1.   0.   0.]
 [ 19.  62.  23. ...   0.   0.   0.]]"
ferry,113,"[[64. 58. 19. ...  1.  0.  0.]
 [21. 10.  1. ...  4.  2. 13.]
 [ 6.  5. 11. ...  4.  0.  1.]
 ...
 [ 2. 54. 20. ...  0.  0.  0.]
 [ 0.  0.  0. ... 12.  0.  1.]
 [60.  1.  0. ...  0.  0.  0.]]"
rhino,105,"[[  0.   1.   3. ...   5.   8.   4.]
 [  2.  37.  48. ...   0.   0.   0.]
 [ 19.  11.  23. ...   0.   0.   0.]
 ...
 [120.  15.   0. ...   0.   0.  27.]
 [133. 110.  12. ...   0.   1.  44.]
 [ 15.   8.   1. ...   2.  20.   6.]]"
minaret,144,"[[  0.   0.   0. ...  25.  12.   3.]
 [ 10.   6.  72. ...   0.   2.   2.]
 [  0.   2.   1. ...  19. 127.   9.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [ 68.   4.   0. ...   8.  69.   4.]
 [ 57.  11.   0. ...   0.   0.   0.]]"
water_lilly,121,"[[  1.   3.   1. ...   2.   1.   0.]
 [  0.   0.   0. ...   7.   3.   1.]
 [  1.   6.   0. ...   0.   0.   0.]
 ...
 [  1.   0.   0. ...   0.   0.   0.]
 [ 69.   4.   1. ... 113.   4.   7.]
 [ 22.  24.  38. ...   0.   0.   0.]]"
cellphone,156,"[[  2.   2.  57. ... 123. 107.  18.]
 [ 75.   0.   0. ...   0.   0.   7.]
 [ 41.   0.   0. ...  10.   0.   0.]
 ...
 [  3.   3.   7. ... 138.   2.   9.]
 [  8.  38. 155. ...  40.   1.   5.]
 [ 38.  70.   1. ...   2.   0.   0.]]"
airplanes,58,"[[  0.   1.  14. ...   0.   0.   0.]
 [  0.   3.   8. ...   0.   0.   0.]
 [  0.  18.  43. ...   0.   0.   3.]
 ...
 [  0.   0.   0. ... 119. 119.   2.]
 [  0.  29.  58. ...   0.   0.   0.]
 [ 25. 138.  46. ...   0.   0.   0.]]"
tick,174,"[[  0.   0.   0. ...  38.  38.  52.]
 [ 10.  77. 135. ...   0.   0.   0.]
 [  1.   1.   0. ...  21.  41.  47.]
 ...
 [  5. 103.  80. ...   0.   1.   3.]
 [ 12.  20.  53. ...  22.  11.  13.]
 [  0.   2.   1. ...   0.   0.  24.]]"
trilobite,193,"[[ 5.  2.  0. ...  1.  1.  0.]
 [ 4. 10. 14. ...  1.  0.  0.]
 [ 0.  1.  5. ...  2.  4. 15.]
 ...
 [68.  4.  0. ...  1.  2.  2.]
 [ 2.  0.  0. ...  6.  8.  6.]
 [38.  5.  0. ...  1.  1.  0.]]"
scorpion,242,"[[  1.   2.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...   6.   1.  11.]
 [  3.  29.  28. ...   0.   0.   0.]
 ...
 [129.  80.  12. ...   0.   0.   0.]
 [  0.   0.   0. ...   5.   0.   0.]
 [169.  25.   0. ...   0.   0.   0.]]"
laptop,37,"[[47.  0.  0. ...  2.  1.  5.]
 [64.  0.  0. ...  0.  1.  5.]
 [ 3.  2. 98. ...  0.  0.  1.]
 ...
 [52.  0.  0. ...  4. 33.  7.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [10. 34. 10. ... 17. 24.  4.]]"
Faces,97,"[[ 98.  17.   2. ...   0.   0.   0.]
 [  8.   0.   0. ...  21.   4.  10.]
 [  0.  27. 141. ...   8.   0.   0.]
 ...
 [  3.   0.   1. ...   0.   0.   0.]
 [  1.  34.  62. ...   0.   0.   0.]
 [ 40.   3.   0. ...   2.   1.   7.]]"
gerenuk,139,"[[ 16.   9.  23. ...   0.   0.   0.]
 [  0.  48.  57. ...   0.   0.   1.]
 [ 12.  58.  35. ...   0.   0.   0.]
 ...
 [ 13.  27. 128. ...   5.   0.   2.]
 [ 16.  16.   8. ...   0.   4.   4.]
 [  2.   0.   0. ...   2.   0.   1.]]"
hawksbill,306,"[[  0.   0.   0. ...  80.  83.  32.]
 [ 45.  13.  56. ...   0.   0.   0.]
 [  2.   3.   0. ...   9.  49. 114.]
 ...
 [  0.   0.   0. ...  16.  15.  37.]
 [  0.   0.   2. ...   1.  25.  23.]
 [  0.   0.   0. ... 121.  47.  24.]]"
Faces,208,"[[ 0.  0.  4. ...  0.  0.  0.]
 [ 0.  0.  0. ... 41. 14.  1.]
 [ 0.  0.  0. ... 23.  7.  4.]
 ...
 [ 0.  0.  3. ... 10.  6. 13.]
 [ 9.  1.  1. ...  0.  0.  0.]
 [41. 17.  8. ... 11. 17. 31.]]"
revolver,260,"[[  1.   2.   2. ...   1.   0.   0.]
 [  2.   0.   0. ...   1.   4.   1.]
 [ 26.  14.   5. ...   0.   0.   0.]
 ...
 [  0.   0.  20. ...  89. 112.  62.]
 [ 30.  44.  72. ...   0.   0.   0.]
 [ 56.  84.  51. ...   0.   5.   4.]]"
stop_sign,82,"[[ 0.  0.  0. ... 15.  0.  1.]
 [ 7.  0.  0. ... 11. 32. 42.]
 [ 9. 22. 51. ... 45. 71.  0.]
 ...
 [ 9.  0.  9. ... 16. 25.  0.]
 [ 2.  0. 94. ...  0.  0. 25.]
 [ 1.  0.  0. ...  2.  5.  1.]]"
rhino,264,"[[ 0.  0.  0. ... 88. 11.  1.]
 [89. 96.  7. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  3.]
 ...
 [ 0.  1.  4. ... 70.  6.  0.]
 [10.  1.  0. ...  2.  1.  0.]
 [ 2. 10. 47. ... 27. 96. 88.]]"
soccer_ball,89,"[[ 14.  27.  25. ...  37.  59.   7.]
 [  0.   9.  16. ...   0.   0.   0.]
 [ 11.   7.   8. ...  80.  10.   2.]
 ...
 [  0.  13. 139. ...   1.   1.   1.]
 [ 13.   1.   0. ...  10.   3.   6.]
 [ 36.   6.   0. ...   4.   2.   1.]]"
brain,204,"[[ 1.  0.  0. ...  0.  0.  3.]
 [ 1.  0.  4. ...  0.  0.  6.]
 [12.  5.  6. ...  0.  0.  0.]
 ...
 [ 6.  2.  1. ...  0.  0.  2.]
 [16.  8.  0. ...  0.  0.  0.]
 [ 1.  1.  6. ...  0.  0.  5.]]"
garfield,132,"[[  0.   0.   4. ...  31.   8.   2.]
 [  0.   0.   0. ...   5.   3.   2.]
 [  0.   0.   6. ...   0.   0.   1.]
 ...
 [  0.   0.  21. ...   2.   0.   8.]
 [  0.   5. 117. ...  34.   0.   6.]
 [  0.   5. 115. ...  60.   0.   2.]]"
ceiling_fan,184,"[[ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  5.]
 [12.  3.  0. ...  0.  0.  0.]
 ...
 [11.  0.  0. ...  7. 12. 14.]
 [ 0.  1. 44. ...  1. 24. 34.]
 [ 0.  7. 50. ...  3. 41. 20.]]"
mandolin,120,"[[ 0.  0.  0. ... 13. 12. 52.]
 [18. 31.  7. ...  7. 63. 28.]
 [39. 22.  4. ... 29. 12.  0.]
 ...
 [44.  0.  0. ...  1.  0.  0.]
 [37.  2.  6. ...  0.  0.  1.]
 [69.  4.  0. ...  0.  0.  1.]]"
