obj_name,nb_kp,descriptors
obj5,203,"[[ 1.  0.  0. ...  2.  0.  0.]
 [ 0.  0.  0. ... 10. 29. 37.]
 [ 0.  0.  0. ... 31. 43. 50.]
 ...
 [ 1.  0.  0. ...  7.  9. 27.]
 [ 0.  0.  0. ...  0.  1. 59.]
 [ 1.  0.  0. ...  1.  2.  1.]]"
obj7,41,"[[ 25. 135.  52. ...   0.   0.   0.]
 [ 45.  19.   0. ...   0.   0.   5.]
 [ 60.  61.  10. ...   0.   0.   2.]
 ...
 [ 17.   0.   0. ...   0.   0.   0.]
 [  8.   0.   0. ...   0.   0.   1.]
 [ 20.  64.  35. ...   0.   0.   0.]]"
obj20,32,"[[12.  2.  7. ...  0.  0.  1.]
 [ 0.  0.  3. ...  0.  0.  0.]
 [39. 89.  5. ...  0.  0.  2.]
 ...
 [ 0.  1. 40. ...  0.  0.  3.]
 [ 3. 31. 16. ...  0.  0.  9.]
 [68. 55.  2. ...  0.  1.  2.]]"
obj100,41,"[[  8. 102.  57. ...   2.   2.   1.]
 [ 27.  76.   5. ...   1.   4.   9.]
 [  1.  51.  24. ...   0.   0.  29.]
 ...
 [  2.   0.   0. ...   0.   0.  11.]
 [  0.   1.  19. ...   0.   0.  14.]
 [  1.   1.   8. ...   0.   0.   1.]]"
obj75,416,"[[ 5.  9. 30. ...  1.  4.  0.]
 [34. 23. 14. ...  0.  0.  0.]
 [ 3.  0.  0. ...  3.  3.  4.]
 ...
 [81. 19. 31. ...  9.  0.  0.]
 [67. 29. 12. ...  0.  0.  0.]
 [86. 25.  0. ... 50. 13.  6.]]"
obj87,78,"[[ 55.   8.   0. ...   0.  32. 128.]
 [ 10.   3.   1. ...   0.   1. 138.]
 [  0.   0.   0. ...   0.   3.  28.]
 ...
 [ 18.  21.  12. ...   0.   0.   4.]
 [ 35.  33.   0. ...   0.   3.  97.]
 [  0.   0.   7. ...   0.   0.   1.]]"
obj85,15,"[[163.  39.   0. ...   0.   0.   0.]
 [ 13. 165.  17. ...   0.   0.   0.]
 [  3.  91.  41. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...  79.   3.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   8.  51. ...   0.   0.   8.]]"
obj68,198,"[[102.  22.  19. ...   1.   2.   2.]
 [ 44.  11.  15. ...   0.   0.   0.]
 [ 13.  21.  51. ...   4.  12.   4.]
 ...
 [  0.   0.   0. ...  22.   5.  42.]
 [122.  59.   5. ...   1.   4.   3.]
 [ 81. 113.   1. ...   0.   0.   0.]]"
obj59,143,"[[ 52.  70.  40. ...   0.   0.   0.]
 [ 58.  26.   2. ...   0.   0.   9.]
 [  8.  31.  64. ...  22.  69.   1.]
 ...
 [ 28.   9.   0. ...   0.   0.   5.]
 [ 41.   1.   1. ...   0.   0.   0.]
 [  2. 150.  94. ...   0.   0.   0.]]"
obj64,148,"[[  0.   0.   0. ...   0.   0.   2.]
 [  0.   1.  17. ...   0.   0.   2.]
 [  1.   2.   8. ...   0.   0.   0.]
 ...
 [142. 100.   2. ...   0.   0.   0.]
 [ 90.  54.   3. ...   0.   0.   0.]
 [ 15.  10.   4. ...   0.   0.   0.]]"
obj7,25,"[[ 78.  29.   0. ...   0.   0.   5.]
 [ 37. 142.  70. ...   0.   0.   0.]
 [ 12.   7.  22. ...   0.   0.   5.]
 ...
 [  9.  65. 112. ...   0.   0.   2.]
 [ 33.  21.   2. ...   0.   0.   0.]
 [  1.  39.  76. ...   0.   0.   3.]]"
obj65,155,"[[ 1.  0.  0. ...  0.  0.  2.]
 [ 0.  0.  0. ... 17.  0.  1.]
 [21. 10.  0. ... 10.  0.  1.]
 ...
 [49.  0.  0. ... 11.  5.  1.]
 [73.  2.  0. ... 17.  1. 11.]
 [68.  4.  0. ... 48. 55. 18.]]"
obj21,223,"[[ 14.  22.  59. ...   0.   1.   0.]
 [ 11.   6.   3. ...   0.   7.  21.]
 [ 17.   7. 127. ...   0.   5.   9.]
 ...
 [  1.   2.   0. ...   1.   0.   0.]
 [  3.   0.   0. ... 106.  47.  12.]
 [  5.  70. 118. ...   0.   0.  39.]]"
obj14,182,"[[  0.   0.   0. ...  32.  14.   2.]
 [  8.   2.   0. ...   8.  48.  27.]
 [  8.   0.   0. ...  65.  22.  15.]
 ...
 [124.  39.   1. ...   2.  63.  17.]
 [  0.   0.   4. ...  39.  22.   6.]
 [  1.   0.   0. ...  10. 102. 104.]]"
obj45,248,"[[ 1.  0.  0. ... 12.  3.  1.]
 [ 0.  0.  0. ...  2.  9. 49.]
 [ 0.  0.  0. ...  0.  0.  2.]
 ...
 [40.  0.  0. ... 24.  7. 13.]
 [51.  3.  0. ...  2.  0.  0.]
 [25.  0.  0. ... 24.  6. 26.]]"
obj67,208,"[[ 14.  52.  42. ...   0.   0.   0.]
 [ 22.   2.   0. ...   0.   0.  39.]
 [  0.   0.   0. ...  21.  61.  40.]
 ...
 [110.  56.   4. ...  51.   0.   0.]
 [ 81.  19.   2. ...   4.   0.   0.]
 [ 93.  12.   6. ...   0.   0.   0.]]"
obj90,9,"[[  0.   0.   0. ...   6.   8.   2.]
 [  0.   0.  56. ...   0.   0.   2.]
 [  0.   2.  76. ...   0.   1.   1.]
 ...
 [  1.   0.   0. ...   0.   0.   0.]
 [  0.   9. 107. ...   6.  47.  42.]
 [  0.  12.  55. ...  18. 104.  12.]]"
obj23,32,"[[ 23. 148. 124. ...   0.   0.   0.]
 [ 58.  10.   3. ...   0.   0.   6.]
 [  0.   0.   0. ...   1.   1.  33.]
 ...
 [  0.   0.   0. ...  15.   4.   1.]
 [ 54.   2.   0. ...   0.   0.   3.]
 [  0.   0.  19. ...   0.   0.   4.]]"
obj50,221,"[[17. 11.  5. ...  0.  0.  0.]
 [24. 18. 16. ...  0.  0.  0.]
 [46. 41.  4. ...  0.  0.  0.]
 ...
 [ 0.  4. 46. ...  0.  0.  0.]
 [17.  6.  0. ...  0.  0.  0.]
 [ 5.  1.  2. ...  0.  0.  0.]]"
obj18,308,"[[ 11.  42.  43. ...   0.   0.   4.]
 [ 10.  19.  13. ...   0.   0.   0.]
 [  9.  90.  42. ...   6.   0.   0.]
 ...
 [ 48.   2.   0. ...   7.  31.  33.]
 [ 84.  41.   0. ... 124.  23.   2.]
 [  8.  30.  26. ...   0.   0.   0.]]"
obj70,7,"[[  6.  53.  64.   6.   0.   0.   0.   0.  20.  38.   1.   0.   0.   0.
    0.   0.   6.   4.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
    0.   0.   0.   0.  70.  55.  13.   0.   0.   0.   0.  14. 157. 157.
    1.   0.   0.   0.   0.   5. 157. 103.   0.   0.   0.   0.   0.   7.
   23.   2.   0.   0.   0.   0.   0.   2.  58.  16.   2.   0.   0.   0.
    0.  36. 157.  14.   0.   0.   0.   0.   0.  57. 157.  21.   0.   0.
    0.   0.   0. 103.  38.   1.   0.   0.   0.   0.   0.   9.  25. 157.
   26.   0.   0.   0.   0.   3. 157.  61.   1.   0.   0.   0.   0.  62.
  157.   2.   0.   0.   0.   0.   0.  82.   6.   0.   0.   0.   0.   0.
    0.   1.]
 [ 28.   0.   0.   0.   0.   0.   0.  13. 176.   7.   0.   0.   0.   0.
    0.   9. 176.  18.   0.   0.   0.   0.   0.   3.  12.   1.   0.   0.
    0.   0.   0.   0.  29.   0.   0.   0.   0.   0.   1.  21. 176.   6.
    0.   0.   0.   0.   0.  17. 176.  17.   0.   0.   0.   0.   0.   3.
   19.   1.   0.   0.   0.   0.   0.   0.  21.   0.   0.   0.   0.   0.
    2.  28. 176.   1.   0.   0.   0.   0.   0.  39. 176.   3.   0.   0.
    0.   0.   0.  26.  21.   0.   0.   0.   0.   0.   0.   1.  17.   0.
    0.   0.   0.   0.   1.  24. 174.   0.   0.   0.   0.   0.   0.  53.
  176.   0.   0.   0.   0.   0.   0.  60.  14.   0.   0.   0.   0.   0.
    0.   4.]
 [ 39.   0.   0.   0.   0.   0.   0.  12. 176.  34.   0.   0.   0.   0.
    0.   3. 176.  59.   0.   0.   0.   0.   0.   0.  10.   3.   0.   0.
    0.   0.   0.   0.  45.   0.   0.   0.   0.   0.   0.  13. 176.  15.
    0.   0.   0.   0.   0.   7. 176.  35.   0.   0.   0.   0.   0.   3.
   20.   2.   0.   0.   0.   0.   0.   0.  42.   0.   0.   0.   0.   0.
    0.  12. 176.   5.   0.   0.   0.   0.   0.  22. 176.   9.   0.   0.
    0.   0.   0.  13.  24.   0.   0.   0.   0.   0.   0.   0.  28.   0.
    0.   0.   0.   0.   0.  16. 176.   7.   0.   0.   0.   0.   0.  13.
  176.  12.   0.   0.   0.   0.   0.   4.  20.   0.   0.   0.   0.   0.
    0.   0.]
 [  2.   1.   1.   2.   8.   5. 112.  78. 158.  78.   2.   3.   5.   1.
   18.  61. 158.  72.   0.   0.   0.   0.   0.   7.   0.   0.   0.   0.
    0.   0.   0.   0.   0.   0.   0.   2.  46.  41.  16.   3. 158.  51.
    1.   3.  20.  20.   9.  27. 158.  97.   0.   0.   0.   0.   1.  44.
   21.   1.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.  11.  90.
   73.   4.  62.   1.   0.   0.   2.  23.  86. 158. 158.   4.   0.   0.
    0.   0.   3. 158.  20.   0.   0.   0.   0.   0.   0.   5.   0.   0.
    0.   0.   0.  40.  68.   2.   2.   0.   0.   0.   0.   2.  20.  22.
    3.   0.   0.   0.   0.   0.   0.   6.   0.   0.   0.   0.   0.   0.
    0.   0.]
 [ 43.  14.   0.   0.  36.  27.   0.   1.  94.   9.   0.   0.   1.   5.
    4.  23.  94.   2.   0.   0.  11.  24.   6.  10. 144.   4.   0.   0.
    0.   0.   0.  15.  35.   3.   0.   0.  49.  82.   2.   5. 144.  18.
    1.   1.   4.   8.   2.  14. 112.   4.   1.   3.  35.  14.   2.  29.
  144.   0.   0.   0.   1.   1.   0.  74.   6.   1.   0.   0.  16. 144.
   70.   3.  64.  46.   4.   1.   2.  49.  36.  13. 122.  20.   6.   6.
   10.   1.   2. 122. 144.   0.   0.   0.   0.   0.   0. 144.   0.   0.
    0.   0.   3. 144.  94.   2.   4.   1.   0.   0.   2.  66.  34.   7.
   32.   1.   0.   0.   0.   0.   3.  33.  23.   0.   0.   0.   0.   0.
    0.  17.]
 [  0.   0.  74.  65.   0.   0.   0.   0.   0.   0. 101. 124.   0.   0.
    0.   0.   1.   0.   3.   7.   0.   0.   0.   0.   0.   0.   0.   0.
    0.   0.   0.   0.   0.   3. 135. 135.   0.   0.   0.   0.  31.  10.
  117. 135.   1.   0.   0.   3. 135.  37.  10.  15.   0.   0.   0.  33.
   17.  14.   0.   0.   0.   0.   0.   3.   1.   9.  88.  62.   1.   0.
    0.   5.  69.   6.  39.  60.   0.   0.   0.  87. 135. 135.   8.   3.
    1.   0.   0.  50.  44. 135.   3.   0.   0.   0.   0.   1.   2.   1.
   15.   6.   5.   2.   9.  83.  15.   0.   2.   2.   3.   1.   7. 135.
   10.  37.   6.   6.  19.   5.   2.  30.  34. 135.   3.   1.   1.   2.
    0.   0.]
 [ 32.   9.   0.   0.   1.  18.  10.  10. 170. 116.   0.   0.   3.  19.
    3.   1. 170. 117.   0.   0.   0.   0.   0.   0.   7.   2.   0.   0.
    0.   0.   0.   0.  81.  56.   1.   0.   5.  11.   2.   3. 170.  42.
    2.   2.  22.  27.   2.   7. 170.  99.   0.   0.   0.   0.   0.  10.
   52.   8.   0.   0.   0.   0.   0.   0.  40.  80.  10.   1.   1.  12.
   30.   9. 157.  32.  18.   6.   8.   3.   4.  35. 170.  13.   0.   0.
    0.   0.   0.  37.  28.   3.   0.   0.   0.   0.   0.   0.   3.   4.
    0.   0.   0.  66. 135.   8.  27.   4.   1.   0.   0.   3.  16.  13.
   15.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
    0.   0.]]"
obj39,160,"[[141.  20.   0. ...   0.   0.   0.]
 [  8.  83.  49. ...   2.   0.   0.]
 [  9.  60.   0. ...   0.   1.   2.]
 ...
 [  1.   0.   1. ...   0.   1.  39.]
 [  1.  30.  32. ...   0.   0.   2.]
 [ 50.  52.   3. ...   0.   0.   0.]]"
obj66,296,"[[ 28.  13.  19. ...   0.   0.   0.]
 [ 25.  25.  34. ...   0.   0.   0.]
 [  1.   6.  38. ...   0.   0.   2.]
 ...
 [ 29. 134.   4. ...  14.   6.   1.]
 [104.  44.   8. ...   0.   0.   0.]
 [ 41. 142.  29. ...  25.   2.   0.]]"
obj70,6,"[[  0. 130. 139.   0.   0.   0.   0.   0.   0.  41. 120.  10.   0.   0.
    0.   0.   0.   1.  13.   4.   0.   0.   0.   0.   0.   0.   0.   0.
    0.   0.   0.   0.   0.  68. 138.  54.   0.   0.   0.   0.  27.  65.
  141. 120.   1.   0.   0.   2. 141.  81.  87.  12.   0.   0.   0.  12.
   17.   2.   0.   0.   0.   0.   0.   2.   0.   4.  44. 141.   3.   0.
    0.   3.  90.  13.  44. 114.   5.   0.   3.  92. 141.  37.   8.   2.
    0.   0.   0.  60.  13.   2.   0.   0.   0.   0.   0.   1.   0.   0.
    3.  56.  22.   1.  18.  78.  16.   0.   1.   4.   0.   0.  25. 141.
   18.   0.   0.   0.   0.   0.   1.  21.   0.   0.   0.   0.   0.   0.
    0.   0.]
 [  5.  42.  67.  13.   0.   0.   0.   0.  16.  32.   1.   0.   0.   0.
    0.   0.   4.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
    0.   0.   0.   0.  69.  55.  20.   2.   0.   0.   0.  12. 157. 157.
    1.   0.   0.   0.   0.   5. 157.  99.   0.   0.   0.   0.   0.   6.
   20.   1.   0.   0.   0.   0.   0.   2.  57.  18.   2.   0.   0.   0.
    0.  43. 157.  16.   0.   0.   0.   0.   0.  65. 157.  23.   0.   0.
    0.   0.   0. 107.  34.   1.   0.   0.   0.   0.   0.   8.  24. 157.
   24.   0.   0.   0.   0.   5. 157.  74.   2.   0.   0.   0.   0.  59.
  157.   3.   0.   0.   0.   0.   0.  79.   4.   0.   0.   0.   0.   0.
    0.   1.]
 [ 14.   2.   9.   8.  12.   2.   0.   7. 165.  33.   1.   1.   0.   0.
    0.  13. 162.  30.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.
    0.   0.   0.   0.  33.   8.   1.   1.  33.  19.   0.   5. 165.  54.
    4.   1.   0.   0.   0.   8. 165.  51.   0.   0.   0.   0.   0.  11.
   10.   0.   0.   0.   0.   0.   0.   2.  17.   6.   0.   0.  36.  81.
    6.   2. 165.  12.   0.   0.   0.   4.   3.  35. 165.   6.   0.   0.
    0.   0.   0.  73.  35.   0.   0.   0.   0.   0.   0.   7.   1.   0.
    0.   0.   8. 163.  71.   3.  98.   2.   0.   0.   2.  34.  15.  28.
  165.   2.   0.   0.   0.   0.   0.  43.  13.   0.   0.   0.   0.   0.
    0.   2.]
 [  1.   0.   0.   2.  10.   6. 108.  55. 162.  74.   2.   3.   4.   1.
   16.  55. 162.  67.   0.   0.   0.   0.   0.   7.   1.   0.   0.   0.
    0.   0.   0.   0.   0.   0.   0.   2.  45.  43.   9.   1. 162.  48.
    1.   3.  15.  20.   8.  24. 162.  95.   0.   0.   0.   0.   0.  34.
   25.   1.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.  10.  90.
   69.   3.  69.   1.   0.   0.   2.  22.  79. 162. 162.   5.   0.   0.
    0.   0.   3. 162.  25.   0.   0.   0.   0.   0.   0.   4.   0.   0.
    0.   0.   0.  40.  64.   1.   3.   0.   0.   0.   0.   2.  20.  21.
    3.   0.   0.   0.   0.   0.   0.   6.   0.   0.   0.   0.   0.   0.
    0.   0.]
 [  0.   0.  24. 142. 127.   3.   0.   0.  41. 100.  55.  63. 142.  11.
    0.   0.  56.  53.  13.   0.   1.   0.   0.   5.   0.   0.   0.   0.
    0.   0.   0.   0.   0.   0.  14. 108.  85.  19.  15.   2.  95.  13.
    0.   8. 142. 112.  30.  10. 142.  20.   0.   0.   2.  11.   5.  56.
    8.   0.   0.   0.   0.   0.   0.   4.   0.   0.   1.   9.  12.  56.
  142.  23.  23.   1.   0.   1.  14. 142. 142.  20. 142.  15.   0.   0.
    2.  33.  10.  21.   8.   1.   0.   0.   0.   0.   0.   2.   0.   0.
    0.   0.   0.  12.  71.   2.   0.   0.   0.   0.   0.   6.  13.   1.
    0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
    0.   0.]
 [ 67.  52.   0.   0.   0.   0.   0.   0.  73.  63.   0.   0.   0.   0.
    0.   3.  38.   4.   0.   0.   0.   0.   0.  11.   0.   0.   0.   0.
    0.   0.   0.   0. 103.   7.   0.   0.   0.   0.   0.   7. 167.  47.
    0.   0.   0.   0.   0.   5. 167.  19.   0.   0.   0.   0.   0.  40.
   33.   0.   0.   0.   0.   0.   0.   9.  86.   0.   0.   0.   0.   0.
    0.  24. 167.   8.   0.   0.   0.   0.   0.  12. 167.  32.   0.   0.
    0.   0.   0.  33.  63.  20.   0.   0.   0.   0.   0.   6.  42.   0.
    0.   0.   0.   0.   0.  30. 149.  11.   0.   0.   0.   0.   0.  18.
  167. 167.   2.   0.   0.   0.   0.   4.  17. 144.   3.   0.   0.   0.
    0.   0.]]"
obj69,68,"[[  0.   1. 117. ...   0.   0.   3.]
 [ 24.  97.  65. ...   0.   0.   0.]
 [  1.   2.  28. ...   0.   0.   3.]
 ...
 [ 14.  89.  38. ...   0.   0.   5.]
 [ 28.  44.  31. ...   0.   0.   0.]
 [ 18.  12.   1. ...   0.   0.   0.]]"
obj15,43,"[[117.  46.   0. ...   0.   0.   0.]
 [  0.   0.   1. ...  13.  12.  68.]
 [  1.  40.  30. ...   0.   0.  42.]
 ...
 [  0.   0.  10. ...   0.   0.   0.]
 [  5.   2.   9. ...   0.   0.   0.]
 [  2.   4.  99. ...   0.   3.   1.]]"
obj7,53,"[[61.  1.  0. ...  0.  0.  7.]
 [90. 15.  2. ...  0.  0.  2.]
 [ 4.  0.  0. ... 58. 83. 20.]
 ...
 [ 2. 51. 69. ...  0.  0.  4.]
 [78.  0.  0. ...  0.  0.  0.]
 [20. 78. 39. ...  0.  0.  0.]]"
obj24,55,"[[ 72.  82.  37. ...   0.   0.   0.]
 [ 29. 136.  86. ...   0.   0.   1.]
 [ 14. 146. 111. ...   0.   0.   0.]
 ...
 [  0.   0.   1. ...   0.   0.   1.]
 [  5.   0.   3. ...   0.   0.   5.]
 [  0.   0.   0. ...   0.   0.   6.]]"
obj69,52,"[[  8.   0.   0. ...   0.   0.   0.]
 [ 41.   3.   0. ...   0.   0.   0.]
 [ 62. 136.  36. ...   0.   0.   0.]
 ...
 [ 13.  59.  83. ...   0.   0.   0.]
 [  0.   7.  15. ...   0.   0.   8.]
 [  8.   3.   0. ...   0.   0.  12.]]"
obj79,207,"[[46. 31. 29. ... 30. 19.  1.]
 [ 1.  1.  0. ...  6.  4.  7.]
 [20.  2.  9. ...  0.  0.  0.]
 ...
 [ 6.  8.  6. ...  0.  5.  0.]
 [ 4. 15.  8. ...  9.  9. 11.]
 [63. 14.  4. ...  0.  0.  0.]]"
obj42,171,"[[ 75.  61.  81. ...   0.   0.   0.]
 [  2.  78. 150. ...   0.   0.   0.]
 [  2.   1.   0. ...  14.   6.   4.]
 ...
 [ 19.   1.   7. ...   0.   0.   1.]
 [  1.   6.  27. ...   3.   4.   1.]
 [  2.   0.   0. ...   0.   0.   0.]]"
obj81,331,"[[ 1.  0.  0. ...  0.  0.  0.]
 [ 1.  0.  0. ...  8.  0.  0.]
 [ 0.  0.  0. ...  5.  6. 16.]
 ...
 [48.  0.  0. ... 31.  1.  1.]
 [25.  1.  0. ... 11.  2.  3.]
 [ 1.  0.  0. ... 10.  1.  1.]]"
obj77,356,"[[ 0.  0.  0. ...  2.  1.  2.]
 [ 0.  0.  0. ...  2.  3.  7.]
 [ 2.  0.  0. ... 13. 17.  9.]
 ...
 [ 0.  0.  0. ...  5. 11. 20.]
 [ 0.  0.  0. ...  0.  1.  3.]
 [ 0.  0.  0. ... 13. 13.  4.]]"
obj90,37,"[[  2.   4.  30. ...   0.   0.   0.]
 [ 13.   2.   5. ...   0.   0.   0.]
 [169.   0.   0. ...  47.  56.   1.]
 ...
 [  0.  19.  82. ...   0.   0.   2.]
 [  5.   0.   0. ...  12.  77.   1.]
 [  2.  12.  32. ...   0.   0.   0.]]"
obj97,10,"[[  7. 148.  49. ...   0.   0.   0.]
 [  0.  12. 104. ...   0.   0.   0.]
 [  0.   0.   0. ...  32.  43.   0.]
 ...
 [  0.  17.   4. ...  11.  14.  20.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   6. ...   0.   0.   0.]]"
obj38,9,"[[  0.  88.  78. ...   0.   0.   3.]
 [ 14.  32.  38. ...   0.   0.   0.]
 [  9.  42. 105. ...   0.   0.   0.]
 ...
 [  0.   0.   1. ...   2.  67.  54.]
 [  0.   0.  35. ...   0.   0.  43.]
 [  0.   1.   3. ...   0.   0.   0.]]"
obj38,253,"[[ 70.  69.   4. ...   0.   8.   4.]
 [115.  21.   2. ...   0.   0.   0.]
 [ 32. 115.  29. ...   0.   0.   0.]
 ...
 [ 15.  29.  19. ...   0.   0.   0.]
 [140.   5.   1. ...   0.   0.   0.]
 [121.   0.   1. ...   0.   0.   0.]]"
obj26,229,"[[ 27.  12.   1. ...   0.   0.   0.]
 [126.  35.   5. ...   0.   0.   1.]
 [103.   3.   2. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   0.   0.   1.]
 [ 42.  22.   4. ...   0.   0.   0.]
 [  6.   0.   0. ...   0.   0.   0.]]"
obj97,241,"[[  0.   0.   0. ...  10.   1.  29.]
 [  2.   0.   0. ...  16.   6.   6.]
 [  0.  22. 103. ...  19.   2.   0.]
 ...
 [  4.  10.   4. ...  57.  33.   6.]
 [ 43.   0.   0. ...   7.   0.   0.]
 [ 28.   0.   0. ...   9.  34.  38.]]"
obj66,311,"[[ 14.   1.   0. ...  21.  50.   5.]
 [  1.  17.  53. ... 135.  19.   0.]
 [  4.   2.   0. ...  67.   1.   2.]
 ...
 [ 23. 126.  60. ...   0.   0.   0.]
 [ 14.   5.   3. ...   2.   1.   1.]
 [  8.  22.  14. ...   2.   0.  24.]]"
obj97,334,"[[  3.  73. 151. ...   0.   0.   0.]
 [  4.   2.   1. ...   0.   0.   0.]
 [  0.   5.  24. ...   0.   0.   3.]
 ...
 [  3.   1.   0. ...  15.   6.   0.]
 [  7.   6.   3. ...   0.   0.   4.]
 [ 56.  13.   7. ...   0.   0.   0.]]"
obj3,42,"[[  0.   0.   2. ...   0.   0.   0.]
 [  4.  15. 147. ...   0.   0.   0.]
 [  1.   1.   0. ...  23.  48.  21.]
 ...
 [  5.  15.  21. ...   0.   0.   0.]
 [  1.   1.   0. ...   0.   0.   0.]
 [ 36.  24.   1. ...   0.   3.  15.]]"
obj60,288,"[[  0.   0.   0. ...   0.   0.   0.]
 [ 59.  61.  13. ...   0.   0.   0.]
 [  9.  39.   7. ...   0.   4.   4.]
 ...
 [  0.   0.   0. ...  30.   1.   9.]
 [  0.   1. 135. ...   0.   1.  24.]
 [ 17.   8.   9. ...   0.   2.   6.]]"
obj61,39,"[[105.  53.   3. ...   0.   0.   0.]
 [ 13.  30.  26. ...   0.   0.   0.]
 [ 85.  38.   0. ...   0.   0.   3.]
 ...
 [  0.   2.  11. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  1.   5.  20. ...   0.   0.   0.]]"
obj30,72,"[[139. 115.   3. ...   3.   1.   8.]
 [  4.  64. 126. ...   0.   0.  13.]
 [  4.  19.  32. ...   0.  56.  80.]
 ...
 [  0.   1.   4. ...  76.  34.   1.]
 [ 23.   1.   2. ...   0.   0.  78.]
 [  6.   5.   2. ...   0.   0.   7.]]"
obj90,52,"[[  0.  75. 125. ...   0.   0.   0.]
 [  0.   7.  23. ...   0.   0.  11.]
 [ 29.   1.   0. ...   0.  37.   5.]
 ...
 [ 30.   4.  22. ...   0.   0.   9.]
 [ 20.   0.   0. ...  13.  67.   0.]
 [  6.  16.  55. ...   0.   0.   0.]]"
obj97,289,"[[ 8.  3.  3. ...  0.  0.  0.]
 [ 2.  9. 21. ...  0.  0.  0.]
 [ 2.  2.  0. ...  0.  0.  0.]
 ...
 [37. 19. 86. ...  2.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  2.]
 [ 2.  3. 12. ...  0.  1.  8.]]"
obj29,0,
obj39,40,"[[ 16. 138.  11. ...   0.   0.   0.]
 [ 10. 104.  20. ...   0.   0.   1.]
 [  8.  59.  48. ...   0.   0.   0.]
 ...
 [  3.   0.   1. ...   0.   0.   1.]
 [  1.   3.  15. ...   0.   0.   0.]
 [ 22. 154.  23. ...   0.   0.   0.]]"
obj9,181,"[[ 90.  84.   2. ...   0.   0.   0.]
 [137.  24.   0. ...   0.   0.   0.]
 [ 14. 124.  87. ...   0.   0.   0.]
 ...
 [  5.   8.   1. ...   0.   0.   0.]
 [  2.   1.  13. ...   0.   0.   0.]
 [  6.  35.  13. ...   0.   0.   0.]]"
obj88,37,"[[57.  1.  0. ...  0.  0.  5.]
 [ 7.  6.  1. ...  0.  0. 18.]
 [43. 81. 34. ...  0.  0.  2.]
 ...
 [ 9.  1.  0. ...  0.  0.  0.]
 [90. 74.  4. ...  0.  0.  0.]
 [19.  2.  0. ...  0.  0.  0.]]"
obj38,121,"[[  2.   1.   0. ...  17.   0.   1.]
 [  8.   3.   0. ...   4.   0.   0.]
 [ 17.   0.   0. ...  28.   4.   2.]
 ...
 [ 25.  39. 103. ...  26.   1.   4.]
 [ 68.  43.   9. ...   9.   7.  16.]
 [ 18.   0.   4. ...   0.   0.   0.]]"
obj83,262,"[[  0.   0.   0. ...   3.   1.  35.]
 [  0.   0.   0. ...  28.   7.   8.]
 [ 15.   0.   0. ...  33.  27.  14.]
 ...
 [ 27.   8.   0. ...   0.   2.   9.]
 [  0.   0.   0. ...   7.  60. 127.]
 [  0.   0.   0. ...   1.   1.   5.]]"
obj58,299,"[[ 97. 113.   0. ...   0.   0.   0.]
 [103.  26.   1. ...   0.   0.   0.]
 [ 50. 135.  14. ...   0.   0.   0.]
 ...
 [  1.   8.   1. ...   0.   0.   2.]
 [123.   8.   9. ...   0.   0.   2.]
 [  9.   4.   0. ...   0.   0.   0.]]"
obj80,15,"[[10.  2.  0. ...  0.  0.  0.]
 [ 0.  0.  8. ...  0.  0.  0.]
 [ 0.  1.  7. ...  0.  0.  5.]
 ...
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  1. 55. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
obj50,210,"[[32. 43. 11. ...  0.  0.  0.]
 [55.  8.  0. ...  0.  0.  0.]
 [26. 17.  2. ...  0.  0.  0.]
 ...
 [17. 12. 54. ...  0.  0.  0.]
 [43. 61. 22. ...  0.  0.  0.]
 [36. 31.  2. ...  0.  0.  0.]]"
obj12,368,"[[19. 21. 12. ...  0.  0.  0.]
 [75. 82. 75. ...  0.  0.  0.]
 [52. 11.  7. ...  0.  0.  0.]
 ...
 [17. 36. 64. ...  0.  0.  1.]
 [20. 37. 10. ...  0.  0.  3.]
 [ 0.  0.  0. ...  0.  0.  2.]]"
obj56,348,"[[  0.   0.   0. ...  99.  28.  35.]
 [ 31. 117.  46. ...   3.  11.  54.]
 [  0.   1.   5. ... 117.  45.  35.]
 ...
 [ 10.  22.  10. ...   0.   0.   0.]
 [  0.   0.   4. ...  25.   4.   4.]
 [  0.   0.   0. ...   4.  15.  16.]]"
